img_file,BRISQUE,NIQE,ILNIQE,Laplacian_Value,FFT_Value,Sobel_Value,Laplacian_Image,FFT_Image,Sobel_Image,Model_Probabilities
f650ce0a-928e-4cb3-a201-8187ffc300bc.png,25.17401123046875,3.5766052155261834,67.0311145301122,77973.1430360522,129.749373084083,19.145319160488548,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Blured_Images/f650ce0a-928e-4cb3-a201-8187ffc300bc_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Blurred_Images/f650ce0a-928e-4cb3-a201-8187ffc300bc_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Blurred_Images/f650ce0a-928e-4cb3-a201-8187ffc300bc_sobel.png,"[0.023975655436515808, 0.976024329662323]"
4169e29c-bdd8-483d-9f41-b326efa61595.png,45.22821044921875,7.090319686761834,85.8190296393496,444419.8377676223,126.23444202012814,17.80731922398589,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Blured_Images/4169e29c-bdd8-483d-9f41-b326efa61595_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Blurred_Images/4169e29c-bdd8-483d-9f41-b326efa61595_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Blurred_Images/4169e29c-bdd8-483d-9f41-b326efa61595_sobel.png,"[0.9955495595932007, 0.004450428299605846]"
a2ed37fe-2234-477f-8d12-4cda006e5f89.png,59.24676513671875,8.034987892250628,91.69312147666268,360047.1215209757,125.06632319198346,11.10378961255284,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Blured_Images/a2ed37fe-2234-477f-8d12-4cda006e5f89_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Blurred_Images/a2ed37fe-2234-477f-8d12-4cda006e5f89_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Blurred_Images/a2ed37fe-2234-477f-8d12-4cda006e5f89_sobel.png,"[0.9716349244117737, 0.0283651202917099]"
c6d82094-8d48-4ff1-a3a9-0f288d3c9e66.png,28.38739013671875,7.286062568418293,82.65570178960144,349441.40431300044,139.6663393407023,8.56889772691484,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Blured_Images/c6d82094-8d48-4ff1-a3a9-0f288d3c9e66_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Blurred_Images/c6d82094-8d48-4ff1-a3a9-0f288d3c9e66_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Blurred_Images/c6d82094-8d48-4ff1-a3a9-0f288d3c9e66_sobel.png,"[0.9994111061096191, 0.0005888525047339499]"
fe9cd23a-8222-409b-8f37-bbec20d04044.png,8.85125732421875,4.026849728483006,48.17515959663605,59402.30436253598,136.93528586616316,15.647444206270471,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Blured_Images/fe9cd23a-8222-409b-8f37-bbec20d04044_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Blurred_Images/fe9cd23a-8222-409b-8f37-bbec20d04044_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Blurred_Images/fe9cd23a-8222-409b-8f37-bbec20d04044_sobel.png,"[0.4314088523387909, 0.5685911774635315]"
857a2714-28a9-4516-8ecf-c411be995278.png,28.18817138671875,8.553170023121876,73.33843798731517,41077.87280443188,134.61536874670725,6.929961268843957,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Blured_Images/857a2714-28a9-4516-8ecf-c411be995278_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Blurred_Images/857a2714-28a9-4516-8ecf-c411be995278_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Blurred_Images/857a2714-28a9-4516-8ecf-c411be995278_sobel.png,"[0.999214768409729, 0.000785214186180383]"
60d9b12b-28ba-4057-92a3-4f313ae729a8.png,65.23944091796875,9.431134437005962,121.14599075960162,14543.405360047678,111.71694576089877,30.246416091918945,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Blured_Images/60d9b12b-28ba-4057-92a3-4f313ae729a8_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Blurred_Images/60d9b12b-28ba-4057-92a3-4f313ae729a8_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Blurred_Images/60d9b12b-28ba-4057-92a3-4f313ae729a8_sobel.png,"[0.9999967813491821, 3.246963842684636e-06]"
0828041f-acf1-4d1f-88a3-1f53152538a9.png,36.94256591796875,6.033286590688442,94.23270027209693,166630.62798987175,114.84136388155378,28.350534439086914,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Blured_Images/0828041f-acf1-4d1f-88a3-1f53152538a9_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Blurred_Images/0828041f-acf1-4d1f-88a3-1f53152538a9_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Blurred_Images/0828041f-acf1-4d1f-88a3-1f53152538a9_sobel.png,"[0.6844075322151184, 0.315592497587204]"
a42c1325-9536-4e6e-b91d-738fa0c6e790.png,50.24237060546875,6.768005170482388,106.03316574669778,95221.65313988054,115.07579943314437,19.469172477722168,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Blured_Images/a42c1325-9536-4e6e-b91d-738fa0c6e790_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Blurred_Images/a42c1325-9536-4e6e-b91d-738fa0c6e790_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Blurred_Images/a42c1325-9536-4e6e-b91d-738fa0c6e790_sobel.png,"[0.9990758895874023, 0.0009241434745490551]"
1c2fe24c-6c92-4396-bfaf-374eefae8775.png,46.87957763671875,9.943545126082391,111.16494598414133,22820.8556906773,111.80393492865072,16.630444526672363,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Blured_Images/1c2fe24c-6c92-4396-bfaf-374eefae8775_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Blurred_Images/1c2fe24c-6c92-4396-bfaf-374eefae8775_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Blurred_Images/1c2fe24c-6c92-4396-bfaf-374eefae8775_sobel.png,"[0.9999984502792358, 1.5923045566523797e-06]"
