img_file,BRISQUE,NIQE,ILNIQE,Laplacian_Value,FFT_Value,Sobel_Value,Laplacian_Image,FFT_Image,Sobel_Image,Model_Probabilities
f650ce0a-928e-4cb3-a201-8187ffc300bc.png,15.54949951171875,2.8957720279762182,56.69570038382385,3568729.757563933,167.78758119957084,9.347697666320938,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Images/f650ce0a-928e-4cb3-a201-8187ffc300bc_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Images/f650ce0a-928e-4cb3-a201-8187ffc300bc_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Images/f650ce0a-928e-4cb3-a201-8187ffc300bc_sobel.png,"[0.08619513362646103, 0.9138048887252808]"
4169e29c-bdd8-483d-9f41-b326efa61595.png,20.59832763671875,4.017476702296386,54.65977040061556,6610109.386942072,164.90135681188625,12.980516975308642,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Images/4169e29c-bdd8-483d-9f41-b326efa61595_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Images/4169e29c-bdd8-483d-9f41-b326efa61595_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Images/4169e29c-bdd8-483d-9f41-b326efa61595_sobel.png,"[0.17917500436306, 0.8208249807357788]"
a2ed37fe-2234-477f-8d12-4cda006e5f89.png,31.88885498046875,4.921842081831881,63.052891548819225,4829633.531300944,162.57140937568508,10.200661463144929,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Images/a2ed37fe-2234-477f-8d12-4cda006e5f89_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Images/a2ed37fe-2234-477f-8d12-4cda006e5f89_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Images/a2ed37fe-2234-477f-8d12-4cda006e5f89_sobel.png,"[0.5640659332275391, 0.43593406677246094]"
c6d82094-8d48-4ff1-a3a9-0f288d3c9e66.png,-0.53253173828125,4.662575656516266,51.119414570608185,5075824.586095886,184.9790797725848,9.863267307308726,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Images/c6d82094-8d48-4ff1-a3a9-0f288d3c9e66_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Images/c6d82094-8d48-4ff1-a3a9-0f288d3c9e66_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Images/c6d82094-8d48-4ff1-a3a9-0f288d3c9e66_sobel.png,"[0.019956139847636223, 0.980043888092041]"
fe9cd23a-8222-409b-8f37-bbec20d04044.png,4.66961669921875,3.188881239482645,43.17383752225351,4852078.483691943,179.03248419658223,9.057628177621357,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Images/fe9cd23a-8222-409b-8f37-bbec20d04044_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Images/fe9cd23a-8222-409b-8f37-bbec20d04044_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Images/fe9cd23a-8222-409b-8f37-bbec20d04044_sobel.png,"[0.015515646897256374, 0.9844843745231628]"
857a2714-28a9-4516-8ecf-c411be995278.png,20.11932373046875,8.300555920089183,67.70326376539758,494548.7463325709,165.6883506568287,6.537182615137104,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Images/857a2714-28a9-4516-8ecf-c411be995278_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Images/857a2714-28a9-4516-8ecf-c411be995278_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Images/857a2714-28a9-4516-8ecf-c411be995278_sobel.png,"[0.8397186398506165, 0.16028137505054474]"
60d9b12b-28ba-4057-92a3-4f313ae729a8.png,39.68182373046875,6.525117399704882,102.12296735761171,634949.2308492078,139.48966751767134,12.891637802124023,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Images/60d9b12b-28ba-4057-92a3-4f313ae729a8_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Images/60d9b12b-28ba-4057-92a3-4f313ae729a8_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Images/60d9b12b-28ba-4057-92a3-4f313ae729a8_sobel.png,"[0.9968950748443604, 0.003104963107034564]"
0828041f-acf1-4d1f-88a3-1f53152538a9.png,13.02508544921875,8.360589125247975,39.53143864747293,54453281.04839274,168.0996506680331,19.569875717163086,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Images/0828041f-acf1-4d1f-88a3-1f53152538a9_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Images/0828041f-acf1-4d1f-88a3-1f53152538a9_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Images/0828041f-acf1-4d1f-88a3-1f53152538a9_sobel.png,"[0.0006040978478267789, 0.9993958473205566]"
a42c1325-9536-4e6e-b91d-738fa0c6e790.png,25.27313232421875,4.799534364356067,49.78158083099657,11331311.000477709,154.43946841482045,8.26755142211914,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Images/a42c1325-9536-4e6e-b91d-738fa0c6e790_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Images/a42c1325-9536-4e6e-b91d-738fa0c6e790_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Images/a42c1325-9536-4e6e-b91d-738fa0c6e790_sobel.png,"[0.0006177326431497931, 0.9993822574615479]"
1c2fe24c-6c92-4396-bfaf-374eefae8775.png,3.58465576171875,5.877541112839873,43.75274673470725,14738143.801332979,154.77288691473652,10.046504020690918,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Laplacian_Images/1c2fe24c-6c92-4396-bfaf-374eefae8775_laplacian.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/FFT_Images/1c2fe24c-6c92-4396-bfaf-374eefae8775_fft.png,/home/aams2/Desktop/baseLux/metrics_and_model_evaluation/Sobel_Images/1c2fe24c-6c92-4396-bfaf-374eefae8775_sobel.png,"[0.5375363230705261, 0.4624636471271515]"
