IMG_FILE,FINAL_RESULT,CONFIDENCE,ILNIQE_SCORE,FFT_SCORE
9f325989-bd75-43c7-bc06-8c975655cf8a.png,sharp,0.9039247632026672,,
f670e112-aee6-433e-961f-ecac2bc0dd9b.png,sharp,0.9111499786376953,,
b1c3e942-6290-425b-8a06-bbb364fbfee9.png,blurred,0.9925689101219177,,
3f48428f-a9af-4f9c-b1aa-033a2b270611.png,sharp,0.9209297299385071,,
33a4b368-f5f4-41a3-9a9f-57c0c9d580c0.png,blurred,0.9793282151222229,,
6e8cbf1e-99b5-4764-ab0d-eb94959bcc0e.png,sharp,0.7119592428207397,58.95461665892665,183.45696179580122
723e9c43-17d3-436a-bf32-a4873ccb0db4.png,sharp,0.5346512198448181,56.74137388728312,160.04025511814476
32e825c9-6e6b-4e5a-aabd-58ac191a9f25.png,sharp,0.9463205933570862,,
87e3667c-3b67-4d05-add5-63f4fdf8dac4.png,blurred,0.9129095673561096,,
5614ed8e-6f0b-4d7e-b8ed-e7e8823987e2.png,sharp,0.9872056245803833,,
78396ff5-081d-480c-a13f-fc13407a927c.png,sharp,0.8894550204277039,61.62404876561349,139.49283011300207
f8552445-5d15-428e-9cc5-2bbe17d1d2d7.png,blurred,0.9992747902870178,,
68f2e110-6c5c-400e-ab4f-18c20b198233.png,blurred,0.9301400780677795,,
371a5cb6-1fd9-4130-8a3f-d32a99624645.png,blurred,0.7216225266456604,97.40031237346258,160.64597818530896
cda8d9c9-a680-40d3-b157-7c38f52c299d.png,sharp,0.750019907951355,71.89189598745975,134.684374897787
371e9121-8fae-434e-8740-7c4ff0cece13.png,sharp,0.9874146580696106,,
06a8ca3a-ef1e-4bd4-92c9-25380fc201bf.png,sharp,0.6835483312606812,53.144420526013874,148.98690920680207
7531fc2f-75d7-470b-a5f6-0109e8239f28.png,sharp,0.5416669249534607,61.17893881215254,161.71807044761673
c59ab148-d46e-4944-8533-789af63374bb.png,blurred,0.9571672677993774,,
0206ad1c-4332-4582-8aef-b04a63db4115.png,sharp,0.9994069337844849,,
63677517-0ec4-4468-9fef-0b3dcf393d7a.png,sharp,0.9999974966049194,,
7731213f-cb83-4800-b703-022f06029bde.png,sharp,0.81680828332901,63.87208176653894,145.36484648993712
5c28c495-d0cc-4bbb-8815-9fbfb3ae936c.png,sharp,0.8936577439308167,59.74062804338738,183.06500395284604
5cdf1796-978c-4020-a159-b3c0ea01aeae.png,sharp,0.7266760468482971,48.46338582262,161.80202626838272
ac6a916f-7188-4461-ad09-c44e2adaa317.png,blurred,0.9714752435684204,,
d83741f1-4088-4f12-9798-644f285d4c98.png,sharp,0.8646114468574524,83.88172112528713,182.97932275219046
1ab901f4-6baf-41d5-9276-797456c57b49.png,blurred,0.964038074016571,,
565d0683-51b6-4019-a292-d0b168fc49c1.png,sharp,0.6789419054985046,56.87293276457007,176.5680565467371
ba476b0e-1f07-426c-8788-f5d803c36bc9.png,sharp,0.9883540868759155,,
7da98909-52a9-403f-ae43-c994574649c8.png,sharp,0.7079243659973145,51.45297270304138,167.34909630096345
1822d795-f15c-4680-b48c-2cc38724d5d2.png,blurred,0.9998712539672852,,
18be7c14-c46d-4f08-af92-7fac695f9163.png,sharp,0.6815199255943298,54.445607013983896,172.66957626699872
a73d9a7b-ca1d-4371-9562-85e1094a4fd4.png,sharp,0.9898174405097961,,
c636c90f-2e23-4a0b-a76c-a40469c0fa12.png,sharp,0.8424765467643738,47.82639199616182,166.63753717482425
21e5fbe1-823c-4d10-bf29-1488154352be.png,sharp,0.9721617698669434,,
a3d69bf0-ea05-47dd-b477-4f60226f3524.png,blurred,0.9998012185096741,,
a1634e31-375c-470d-808f-fbee98950ebe.png,sharp,0.9999966621398926,,
74b942af-2d3a-4595-be0a-8b509c2048d1.png,sharp,0.8056415915489197,65.72876921767526,171.42563025127149
665c99db-3a1f-45ce-831d-5f62d654b089.png,sharp,0.9733529686927795,,
e2177155-1bef-4df5-ac6a-48851952a71c.png,sharp,0.8569057583808899,70.17975639967861,173.75894168999804
